Player,Nation,Squad,Position,Age,Matches,Playing_Time_Starts,Minutes,Performance_Gls,Performance_Ast,Yellow_Cards,Red_Cards,Expected_xG,Expected_xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_xG,Per_90_Minutes_xAG,Goals_Against_Per90,Save_Percentage,CleanSheet_Percentage,Penalty_Save_Percentage,Shots_On_Target_Percentage,Shots_On_Target_Per90,Goals_PerShot,Shooting_Distance,Total_Passes_Completed,Total_Passes_Completed_Percentage,Total_Passing_Distance,Short_Passe_Completed_Percentage,Medium_Passes_Completed_Percentage,Long_Passes_Completed_Percentage,Keypasses,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crossed_Into_Penalty_Area,Progressive_Passes,Shot_Creating_Actions,Shot_Creating_Actions_Per90,Goal_Creating_Actions,Goal_Creating_Actions_Per90,Tackles,Tackles_Won,Defensive_Actions_Attempted,Defensive_Actions_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Touches,Touches_Defensive_Penalty_Area,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Percentage,Take_Ons_Tackled_Percentage,Carries,Total_Carrying_Distance,Progressive_Carrying_Distance,Progressive_Carries,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessions,Receiving,Progressive_Receiving,Fouls,Fouled,Offsides,Crosses,Recoveries,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Wonpct
Ollie Watkins,ENG,Aston Villa,FW,29-105,32,26,2167.0,14,6,1,0,14.1,2.7,47,23,135,0.58,0.25,0.59,0.11,N/a,N/a,N/a,N/a,43.7,1.29,0.17,12.2,261,73.3,3294,78.1,82.1,75.0,20,11,7,0,23,47,1.95,10,0.42,9,6,10,7,11,3,8,6,587,17,43,212,341,144,37,21.6,67.6,344,1856,968,47,20,32,46,42,461,135,26,28,10,7,37,43,58,42.6
Omari Hutchinson,ENG,Ipswich Town,"MF,FW",21-166,27,26,2223.0,3,2,5,0,2.3,2.5,71,69,131,0.12,0.08,0.09,0.10,N/a,N/a,N/a,N/a,44.4,0.65,0.08,20.8,581,78.3,9129,88.2,84.6,52.7,23,43,20,9,69,64,2.59,6,0.24,30,11,45,32,24,1,23,10,1061,12,168,450,463,74,114,39.5,47.4,645,4832,2288,71,35,30,68,55,748,131,28,36,4,56,90,6,22,21.4
Orel Mangala,BEL,Everton,MF,27-027,19,14,1261.0,1,0,2,0,1.1,0.6,6,34,19,0.07,0.00,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.43,0.06,22.1,437,89.2,6998,90.5,94.9,76.7,8,50,8,1,34,24,1.72,1,0.07,16,8,8,3,8,3,5,21,621,22,133,335,157,13,24,58.3,37.5,298,1574,576,6,6,3,12,12,406,19,24,17,2,6,49,6,8,42.9
Pape Matar Sarr,SEN,Tottenham,MF,22-212,30,17,1511.0,3,2,6,0,3.2,1.5,29,75,43,0.18,0.12,0.19,0.09,N/a,N/a,N/a,N/a,42.9,0.71,0.11,21.3,769,87.2,11776,91.4,90.1,75.5,14,81,8,2,75,38,2.26,6,0.36,42,30,22,11,21,7,14,22,1059,32,225,597,255,23,25,44.0,48.0,674,3962,1697,29,28,5,24,19,756,43,27,28,2,10,103,23,32,41.8
Pau Torres,ESP,Aston Villa,DF,28-088,19,19,1639.0,0,0,1,0,0.5,0.0,31,72,4,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,25.0,0.11,0.00,11.7,990,88.2,17143,94.4,93.2,48.7,1,92,7,0,72,12,0.66,2,0.11,20,14,15,6,14,10,4,9,1241,190,591,581,75,13,16,87.5,12.5,772,5098,3343,31,19,0,3,3,882,4,6,7,0,1,53,15,21,41.7
Paul Onuachu,NGA,Southampton,FW,30-321,22,10,916.0,4,1,3,0,3.2,0.5,7,12,37,0.39,0.10,0.32,0.05,N/a,N/a,N/a,N/a,46.7,1.38,0.13,10.3,144,61.5,2080,62.9,62.3,66.7,8,12,2,0,12,9,0.89,1,0.10,7,2,7,4,6,1,5,1,391,15,41,212,141,57,24,29.2,54.2,190,769,235,7,4,2,44,33,321,37,26,14,9,0,17,84,51,62.2
Pedro Neto,POR,Chelsea,FW,25-036,29,18,1743.0,3,4,8,0,2.5,5.4,101,49,200,0.15,0.21,0.13,0.28,N/a,N/a,N/a,N/a,29.2,0.72,0.06,19.1,558,78.8,9033,92.8,82.1,48.6,40,23,30,19,49,78,4.03,7,0.36,18,9,16,10,11,1,10,8,912,7,76,261,587,93,85,29.4,45.9,598,4998,2549,101,48,36,35,24,671,200,17,26,3,113,62,9,23,28.1
Pedro Porro,ESP,Tottenham,DF,25-213,30,25,2373.0,2,5,4,0,1.5,3.5,58,136,95,0.08,0.19,0.06,0.13,N/a,N/a,N/a,N/a,22.2,0.30,0.06,23.0,1252,73.4,21717,87.3,79.0,44.5,47,111,50,22,136,91,3.45,7,0.27,61,44,71,29,42,17,25,33,2024,122,610,732,694,29,33,33.3,60.6,1071,4844,2489,58,37,5,23,16,1164,95,24,28,1,168,139,11,22,33.3
Pervis Estupiñán,ECU,Brighton,DF,27-083,25,21,1952.0,1,1,4,0,0.7,2.0,52,94,98,0.05,0.05,0.03,0.09,N/a,N/a,N/a,N/a,27.8,0.23,0.06,25.3,1104,83.6,16791,93.3,83.3,52.4,23,80,28,18,94,47,2.17,4,0.18,48,32,36,12,13,2,11,27,1550,66,389,775,401,26,28,50.0,46.4,811,3943,2092,52,42,8,25,23,937,98,29,16,3,100,123,36,24,60.0
Phil Foden,ENG,Manchester City,"MF,FW",24-321,25,19,1686.0,7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,N/a,N/a,N/a,N/a,30.8,0.85,0.13,18.5,742,84.0,11563,90.6,89.2,59.6,42,40,35,5,95,84,4.48,9,0.48,12,5,17,10,12,1,11,9,1074,13,81,374,628,79,39,33.3,53.8,676,3472,1674,47,30,15,35,30,840,119,5,31,3,73,58,3,8,27.3
Radu Drăgușin,ROU,Tottenham,DF,23-070,16,14,1252.0,0,0,1,0,0.1,0.4,7,37,2,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,20.0,0.07,0.00,12.7,716,85.2,13638,91.0,93.0,43.9,4,52,2,1,37,8,0.58,1,0.07,10,6,12,6,22,16,6,15,961,148,510,430,30,12,2,0.0,0.0,623,3349,1666,7,3,0,8,2,669,2,6,10,0,1,48,33,22,60.0
Rasmus Højlund,DEN,Manchester Utd,FW,22-069,27,18,1585.0,3,0,2,0,3.3,1.2,25,16,80,0.17,0.00,0.19,0.07,N/a,N/a,N/a,N/a,39.1,0.51,0.13,13.5,204,77.3,2199,83.4,72.9,75.0,13,12,5,1,16,30,1.70,1,0.06,3,1,4,4,4,0,4,1,411,5,26,208,183,52,26,26.9,65.4,257,1273,578,25,12,15,56,26,326,80,14,25,9,6,28,20,74,21.3
Rayan Aït-Nouri,ALG,Wolves,DF,23-312,31,31,2618.0,4,6,6,1,2.3,4.4,69,96,148,0.14,0.21,0.08,0.15,N/a,N/a,N/a,N/a,27.6,0.28,0.14,15.2,1197,84.4,16586,93.5,87.2,41.4,35,65,25,7,96,70,2.41,11,0.38,79,49,63,24,39,6,33,21,1767,82,488,755,545,74,100,49.0,37.0,916,5002,2611,69,51,22,38,36,1064,148,26,33,4,72,129,18,26,40.9
Raúl Jiménez,MEX,Fulham,FW,33-344,31,24,1927.0,10,3,3,0,10.4,2.8,30,45,107,0.47,0.14,0.49,0.13,N/a,N/a,N/a,N/a,34.2,1.21,0.09,14.7,363,70.8,5521,81.0,75.5,59.6,16,29,8,3,45,51,2.38,6,0.28,27,17,17,11,18,5,13,9,799,27,93,347,370,137,44,40.9,52.3,445,1999,879,30,16,16,53,38,582,107,32,33,13,18,59,63,77,45.0
Riccardo Calafiori,ITA,Arsenal,DF,22-330,17,11,925.0,2,1,4,0,0.9,0.3,21,54,29,0.19,0.10,0.08,0.03,N/a,N/a,N/a,N/a,60.0,0.58,0.20,14.1,449,85.4,6549,91.6,85.7,67.9,6,40,9,1,54,13,1.26,2,0.19,26,18,29,11,12,6,6,9,628,30,161,249,222,29,13,69.2,23.1,291,1572,839,21,12,3,11,5,377,29,16,6,3,11,30,22,13,62.9
Rico Lewis,ENG,Manchester City,"DF,MF",20-144,26,20,1810.0,1,2,5,1,1.4,0.3,36,103,68,0.05,0.10,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.10,0.10,15.8,1139,92.0,16444,94.8,94.2,68.3,7,92,13,0,103,31,1.54,3,0.15,29,19,21,8,27,7,20,13,1399,51,286,702,426,42,21,42.9,52.4,815,4008,2032,36,38,8,19,19,1002,68,10,33,0,3,93,5,13,27.8
Robert Sánchez,ESP,Chelsea,GK,27-147,26,26,2340.0,0,0,5,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.15,76.8,26.9,20.0,N/a,0.00,N/a,N/a,735,71.7,17643,99.4,96.0,38.9,1,22,1,0,1,6,0.23,2,0.08,0,0,1,1,0,0,0,2,1089,800,1078,11,0,0,0,N/a,N/a,730,3525,2240,0,0,0,0,0,688,0,2,3,0,0,38,6,0,100.0
Rodrigo Bentancur,URU,Tottenham,MF,27-293,22,18,1428.0,2,0,7,0,1.3,0.4,22,89,32,0.13,0.00,0.08,0.03,N/a,N/a,N/a,N/a,22.7,0.32,0.09,17.4,858,88.4,13800,91.6,93.0,74.6,9,100,11,2,89,41,2.58,2,0.13,35,17,36,18,24,8,16,34,1169,69,290,692,196,22,17,47.1,41.2,706,3219,1301,22,22,5,16,18,779,32,27,10,1,4,108,34,22,60.7
Rodrigo Muniz,BRA,Fulham,FW,23-345,30,7,908.0,8,1,1,0,5.5,0.7,5,26,31,0.79,0.10,0.55,0.07,N/a,N/a,N/a,N/a,47.2,1.69,0.22,12.0,89,65.0,1490,67.7,69.8,84.6,7,12,3,0,26,14,1.39,2,0.20,10,5,4,0,9,2,7,5,301,12,25,157,123,52,18,33.3,50.0,154,628,169,5,4,2,47,24,230,31,11,28,3,1,12,64,63,50.4
Ryan Christie,SCO,Bournemouth,MF,30-051,29,27,2117.0,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,0.51,0.06,19.6,837,79.3,14882,88.2,87.9,48.8,41,118,33,5,137,85,3.62,9,0.38,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,48,47.9,45.8,726,3802,1773,34,40,8,44,25,777,44,43,31,1,48,182,20,28,41.7
Ryan Gravenberch,NED,Liverpool,MF,22-333,32,32,2741.0,0,3,5,0,0.9,2.8,60,153,51,0.00,0.10,0.03,0.09,N/a,N/a,N/a,N/a,25.0,0.13,0.00,24.3,1515,89.0,22580,92.4,91.7,60.2,24,129,30,1,153,59,1.94,6,0.20,59,30,47,20,32,9,23,54,2056,98,418,1211,454,23,70,47.1,37.1,1228,6395,3228,60,68,9,44,19,1476,51,39,45,0,6,171,21,11,65.6
Ryan Manning,IRL,Southampton,"DF,MF",28-304,20,15,1195.0,0,0,2,0,0.3,2.6,12,28,63,0.00,0.00,0.02,0.20,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.6,521,79.7,8726,92.6,82.0,48.9,25,20,11,8,28,38,2.86,1,0.08,27,17,25,11,18,11,7,16,790,62,219,324,256,21,31,35.5,41.9,395,1671,811,12,11,4,16,5,470,63,17,26,0,66,56,12,5,70.6
Ryan Yates,ENG,Nott'ham Forest,MF,27-144,29,17,1742.0,2,1,8,0,2.3,1.1,17,45,12,0.10,0.05,0.12,0.06,N/a,N/a,N/a,N/a,29.0,0.46,0.06,18.9,555,82.1,8083,88.7,86.1,55.3,17,44,4,0,45,35,1.81,3,0.15,39,21,35,19,33,8,25,24,938,73,249,459,240,38,18,50.0,27.8,378,1848,849,17,18,1,23,18,488,12,48,46,6,3,89,43,29,59.7
Rúben Dias,POR,Manchester City,DF,27-335,21,19,1731.0,0,0,4,0,1.3,0.3,31,106,6,0.00,0.00,0.07,0.01,N/a,N/a,N/a,N/a,26.7,0.21,0.00,19.5,1685,93.3,28889,96.8,96.1,66.7,5,160,5,0,106,19,0.99,0,0.00,13,7,8,3,14,12,2,18,1936,172,640,1056,243,19,3,66.7,33.3,1383,7837,4615,31,52,1,5,1,1582,6,10,7,0,2,57,27,21,56.3
Sam Morsy,EGY,Ipswich Town,MF,33-216,27,25,2240.0,1,1,9,0,0.3,0.7,14,100,9,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.08,0.11,26.3,1042,86.6,16602,93.2,91.5,58.6,16,124,13,2,100,36,1.45,2,0.08,56,32,54,31,27,11,16,26,1398,72,406,802,203,4,19,57.9,31.6,715,3780,1616,14,20,2,13,9,942,9,42,20,0,11,127,14,21,40.0
Sammie Szmodics,IRL,Ipswich Town,"FW,MF",29-202,19,13,979.0,4,0,2,0,3.4,0.2,16,18,46,0.37,0.00,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.10,0.19,14.0,144,74.2,2402,87.0,84.4,51.7,4,10,4,1,18,9,0.83,0,0.00,15,9,23,17,10,2,8,6,309,17,80,119,116,33,12,33.3,50.0,174,989,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3
Sander Berge,NOR,Fulham,MF,27-059,24,20,1824.0,0,0,4,0,0.2,0.6,20,94,8,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.6,890,90.6,15889,91.1,93.8,84.0,17,96,3,0,94,39,1.92,2,0.10,48,28,35,10,24,8,16,19,1143,68,317,665,166,11,16,56.3,31.3,658,3474,1502,20,18,2,9,13,726,8,25,5,0,3,107,25,16,61.0
Sandro Tonali,ITA,Newcastle Utd,MF,24-341,29,21,2000.0,3,1,5,0,3.5,0.7,30,89,42,0.14,0.05,0.16,0.03,N/a,N/a,N/a,N/a,33.3,0.41,0.11,19.0,910,82.9,13852,89.4,85.6,54.5,12,77,16,3,89,47,2.11,5,0.22,43,29,40,20,27,10,17,28,1322,53,306,737,301,34,30,56.7,33.3,725,3907,1659,30,31,4,21,23,908,42,33,38,2,27,142,10,9,52.6
Santiago Bueno,URU,Wolves,DF,26-156,25,17,1581.0,0,0,2,0,0.4,0.0,1,27,1,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,50.0,0.17,0.00,14.0,702,88.0,12901,92.5,93.8,56.8,0,21,1,0,27,11,0.63,4,0.23,33,17,18,4,32,18,14,14,958,156,486,456,19,6,2,0.0,100.0,523,2659,1403,1,2,0,2,2,625,1,26,5,0,0,42,34,31,52.3
Saša Lukić,SRB,Fulham,MF,28-244,24,23,1879.0,0,2,12,0,0.8,2.6,32,75,26,0.00,0.10,0.04,0.12,N/a,N/a,N/a,N/a,8.3,0.05,0.00,19.9,904,87.6,15271,92.3,92.2,69.3,21,81,11,4,75,44,2.11,2,0.10,56,31,45,29,16,6,10,22,1217,44,263,698,268,12,13,46.2,30.8,683,3661,1827,32,33,3,18,7,782,26,54,24,0,52,96,18,18,50.0
Sepp van den Berg,NED,Brentford,DF,23-115,25,23,2046.0,0,0,2,0,1.3,0.2,7,60,27,0.00,0.00,0.06,0.01,N/a,N/a,N/a,N/a,30.8,0.18,0.00,11.3,828,83.8,14125,87.1,88.0,64.7,4,50,3,1,60,19,0.84,2,0.09,34,21,24,9,45,31,14,18,1259,228,638,471,153,38,7,57.1,42.9,540,2665,1300,7,9,0,13,5,696,27,18,5,1,7,76,76,62,55.1
Son Heung-min,KOR,Tottenham,FW,32-280,28,23,2004.0,7,9,1,0,7.0,8.2,87,104,259,0.31,0.40,0.31,0.37,N/a,N/a,N/a,N/a,45.3,1.08,0.11,17.0,703,79.0,9833,89.7,80.0,48.0,50,36,51,6,104,116,5.21,15,0.67,17,9,23,18,10,0,10,5,1093,15,110,347,646,117,82,35.4,48.8,732,4522,2334,87,45,40,25,29,837,259,5,28,11,75,81,6,11,35.3
Stefan Ortega,GER,Manchester City,GK,32-159,11,10,920.0,0,0,1,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.66,64.4,20.0,0.0,N/a,0.00,N/a,N/a,324,82.9,7306,97.8,97.6,54.3,0,6,0,0,0,0,0.00,0,0.00,0,0,1,1,0,0,0,0,420,320,417,3,0,0,0,N/a,N/a,272,1257,709,0,0,0,0,0,260,0,1,2,0,0,6,1,0,100.0
Stephy Mavididi,ENG,Leicester City,FW,26-318,29,15,1531.0,4,1,2,0,1.8,2.5,87,57,134,0.24,0.06,0.11,0.15,N/a,N/a,N/a,N/a,26.9,0.41,0.15,16.1,436,74.7,5925,90.8,67.6,42.9,21,31,26,7,57,48,2.82,7,0.41,30,16,38,27,26,2,24,11,823,22,124,308,407,58,91,37.4,49.5,551,4151,2277,87,39,25,38,34,591,134,16,17,2,68,80,9,15,37.5
Sávio,BRA,Manchester City,"FW,MF",21-004,26,20,1657.0,1,8,3,0,4.8,6.6,129,65,226,0.05,0.43,0.26,0.36,N/a,N/a,N/a,N/a,37.7,1.09,0.02,17.7,649,80.8,9657,89.9,80.0,58.5,43,18,47,8,65,105,5.70,15,0.81,21,15,17,9,13,2,11,6,1031,12,52,263,733,146,109,45.9,34.9,744,6140,3386,129,42,73,41,37,807,226,17,26,3,78,74,1,2,33.3
Taylor Harwood-Bellis,ENG,Southampton,DF,23-074,29,27,2390.0,1,0,8,0,1.7,0.8,27,108,8,0.04,0.00,0.07,0.03,N/a,N/a,N/a,N/a,36.8,0.26,0.05,10.6,1665,88.1,30859,93.3,91.7,63.9,12,160,8,0,108,32,1.21,2,0.08,27,19,30,11,57,36,21,29,2158,287,1006,1005,156,36,3,100.0,0.0,1243,5777,3373,27,27,0,13,5,1568,8,30,12,0,9,110,48,33,59.3
Thomas Partey,GHA,Arsenal,"MF,DF",31-305,30,26,2347.0,4,2,4,0,2.0,1.9,30,156,43,0.15,0.08,0.08,0.07,N/a,N/a,N/a,N/a,30.4,0.27,0.17,19.5,1405,87.4,22401,93.2,88.4,67.5,17,136,33,2,156,54,2.07,12,0.46,79,48,67,24,22,6,16,30,1834,63,381,991,471,27,28,64.3,28.6,1021,5396,2843,30,33,3,19,12,1293,43,37,26,1,12,112,26,21,55.3
Timothy Castagne,BEL,Fulham,DF,29-130,21,16,1522.0,0,1,1,0,0.4,1.2,17,58,65,0.00,0.06,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.18,0.00,14.0,725,82.1,11618,90.5,85.8,50.7,9,47,5,3,58,25,1.48,3,0.18,45,28,44,18,13,4,9,20,1077,85,419,431,232,30,10,40.0,40.0,521,2097,1016,17,14,2,13,5,628,65,13,6,1,37,51,28,31,47.5
Tomáš Souček,CZE,West Ham,MF,30-046,29,25,2150.0,7,1,8,0,5.3,1.0,6,66,58,0.29,0.04,0.22,0.04,N/a,N/a,N/a,N/a,25.5,0.50,0.15,11.4,598,73.4,10053,78.7,76.8,69.0,14,57,8,1,66,43,1.80,3,0.13,36,18,34,17,33,16,17,14,1070,105,293,526,255,93,11,54.5,45.5,413,1237,439,6,10,3,16,10,643,58,39,23,4,11,50,86,65,57.0
Tosin Adarabioyo,ENG,Chelsea,DF,27-202,19,13,1227.0,1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.15,0.08,12.5,984,91.4,18002,95.7,94.8,60.6,1,53,1,0,37,12,0.88,1,0.07,14,10,12,4,9,7,2,10,1193,159,567,601,26,13,4,75.0,0.0,710,2932,1688,5,2,0,3,0,913,1,8,6,1,0,34,36,26,58.1
Toti Gomes,POR,Wolves,DF,26-088,25,24,2074.0,0,1,5,0,0.7,0.9,20,64,12,0.00,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.09,0.00,11.6,1112,84.6,18792,91.0,92.1,50.3,7,67,5,3,64,18,0.78,1,0.04,48,35,32,7,24,14,10,21,1564,188,739,757,86,15,23,69.6,21.7,903,4419,2411,20,16,0,16,12,1047,12,19,11,4,11,85,41,18,69.5
Trent Alexander-Arnold,ENG,Liverpool,DF,26-189,28,26,2145.0,2,6,4,0,1.6,6.7,48,204,87,0.08,0.25,0.07,0.28,N/a,N/a,N/a,N/a,18.4,0.29,0.05,23.6,1321,73.9,25377,90.0,76.0,50.4,50,187,62,20,204,92,3.86,10,0.42,67,47,99,53,25,8,17,30,2044,82,546,902,609,39,29,44.8,48.3,1075,4978,2652,48,35,8,19,15,1299,87,9,7,1,140,120,3,12,20.0
Trevoh Chalobah,ENG,Crystal Palace,DF,25-283,12,12,1060.0,3,0,1,0,1.2,0.4,11,34,6,0.25,0.00,0.10,0.03,N/a,N/a,N/a,N/a,36.4,0.34,0.27,15.1,349,79.0,6831,88.7,85.2,51.2,4,27,2,1,34,11,0.93,0,0.00,20,16,23,11,19,9,10,19,594,66,275,276,51,14,10,60.0,20.0,278,1213,661,11,9,1,4,7,317,6,10,15,1,7,56,22,19,53.7
Tyler Adams,USA,Bournemouth,MF,26-059,21,14,1380.0,0,3,4,0,1.2,0.8,11,54,7,0.00,0.20,0.08,0.05,N/a,N/a,N/a,N/a,16.7,0.07,0.00,18.7,607,83.4,9588,88.9,87.8,55.6,13,48,2,1,54,30,1.96,4,0.26,70,43,57,26,24,6,18,29,939,40,239,545,164,12,14,14.3,64.3,448,2051,936,11,15,1,21,9,500,7,34,17,0,3,82,24,15,61.5
Tyler Dibling,ENG,Southampton,"FW,MF",19-033,28,18,1667.0,2,0,6,0,2.4,1.5,65,59,86,0.11,0.00,0.13,0.08,N/a,N/a,N/a,N/a,33.3,0.49,0.07,19.7,443,80.8,6660,90.1,85.2,42.9,19,23,20,1,59,54,2.92,4,0.22,34,20,26,10,18,5,13,7,776,23,102,357,336,39,100,43.0,36.0,497,4023,2020,65,46,26,39,52,579,86,27,46,1,26,70,9,20,31.0
Tyrick Mitchell,ENG,Crystal Palace,DF,25-225,31,31,2582.0,0,4,2,0,1.2,5.3,52,56,145,0.00,0.14,0.04,0.19,N/a,N/a,N/a,N/a,18.2,0.07,0.00,13.4,830,72.0,13435,84.1,74.6,41.3,35,42,27,13,56,61,2.13,5,0.17,77,49,39,18,56,11,45,13,1480,95,513,568,412,39,28,42.9,46.4,687,3198,1451,52,31,9,33,26,764,145,17,22,2,90,146,17,21,44.7
Tyrone Mings,ENG,Aston Villa,DF,32-032,12,10,961.0,0,0,1,0,0.8,0.2,5,39,0,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,12.5,0.09,0.00,11.8,554,88.9,9907,92.3,94.6,55.2,3,46,5,0,39,17,1.59,2,0.19,6,5,2,0,13,11,2,6,725,129,361,326,42,14,2,100.0,0.0,451,2463,1290,5,12,0,3,1,497,0,3,9,0,1,29,23,18,56.1
Valentino Livramento,ENG,Newcastle Utd,DF,22-153,30,25,2210.0,0,1,1,0,0.2,2.2,61,123,79,0.00,0.04,0.01,0.09,N/a,N/a,N/a,N/a,25.0,0.04,0.00,22.0,1080,84.2,16076,89.9,86.0,52.8,19,83,22,5,123,34,1.39,2,0.08,49,32,51,23,29,9,20,20,1545,100,519,708,343,22,42,42.9,40.5,801,4764,2508,61,33,7,22,32,860,79,6,30,2,36,157,19,30,38.8
Victor Bernth Kristiansen,DEN,Leicester City,DF,22-119,28,28,2380.0,0,1,1,0,0.3,1.4,39,69,75,0.00,0.04,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,17.7,1007,77.6,16181,89.6,80.1,41.4,18,74,23,18,69,41,1.55,3,0.11,85,50,87,40,37,14,23,40,1581,113,564,711,319,15,17,47.1,47.1,800,3839,1806,39,25,5,13,12,872,75,17,17,3,96,97,19,42,31.1
Virgil van Dijk,NED,Liverpool,DF,33-280,32,32,2880.0,2,1,3,0,1.7,0.5,18,156,6,0.06,0.03,0.05,0.02,N/a,N/a,N/a,N/a,33.3,0.22,0.10,13.2,2294,91.7,41794,96.1,95.4,67.7,10,245,3,0,156,39,1.22,4,0.12,34,16,20,9,22,12,10,51,2819,380,1128,1561,138,40,5,60.0,40.0,1589,7696,4219,18,19,3,6,5,1931,6,15,12,0,1,101,102,43,70.3
Vitaliy Mykolenko,UKR,Everton,DF,25-320,29,29,2542.0,0,1,2,0,0.4,1.5,28,96,73,0.00,0.04,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.9,804,74.0,13381,89.3,73.1,43.8,18,91,31,18,96,32,1.13,3,0.11,53,32,45,21,22,9,13,32,1383,104,435,599,359,22,16,31.3,50.0,563,2333,1287,28,22,1,19,8,699,73,18,26,2,78,70,42,35,54.5
Vitaly Janelt,GER,Brentford,MF,26-339,31,27,2250.0,1,3,3,0,0.8,2.2,17,80,37,0.04,0.12,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.16,0.07,17.7,870,82.5,14434,90.6,85.3,55.9,13,78,23,7,80,31,1.24,3,0.12,37,21,35,15,33,9,24,27,1284,118,417,574,302,31,11,27.3,54.5,650,3007,1278,17,18,3,16,10,813,37,24,15,1,29,107,19,11,63.3
Wes Burns,WAL,Ipswich Town,"FW,DF",30-142,18,12,926.0,0,1,1,0,0.5,1.6,38,8,65,0.00,0.10,0.05,0.16,N/a,N/a,N/a,N/a,14.3,0.10,0.00,18.3,153,60.5,2416,80.4,65.4,38.9,10,8,8,7,8,16,1.55,1,0.10,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,37.5,58.3,216,1458,696,38,13,10,17,13,220,65,4,11,0,46,50,8,21,27.6
Wesley Fofana,FRA,Chelsea,DF,24-118,14,14,1172.0,0,0,7,0,0.4,0.4,19,32,4,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,10.6,724,90.2,12262,93.9,92.5,61.9,6,54,1,0,32,15,1.15,0,0.00,13,12,14,8,14,9,5,14,933,81,370,523,55,10,15,53.3,20.0,557,3149,1614,19,12,1,16,5,665,4,24,16,0,1,54,27,12,69.2
Wilfred Ndidi,NGA,Leicester City,MF,28-119,23,23,1885.0,0,4,6,0,1.7,1.8,13,58,72,0.00,0.19,0.08,0.09,N/a,N/a,N/a,N/a,44.4,0.38,0.00,14.5,661,79.3,9370,86.4,81.4,50.0,14,54,8,1,58,25,1.19,3,0.14,68,39,47,24,41,15,26,23,1133,104,381,541,221,54,28,42.9,50.0,541,2240,902,13,18,2,33,27,662,72,34,16,3,27,107,48,41,53.9
Will Hughes,ENG,Crystal Palace,MF,29-362,26,19,1695.0,0,3,10,0,0.9,2.5,18,80,24,0.00,0.16,0.05,0.13,N/a,N/a,N/a,N/a,5.9,0.05,0.00,22.7,618,76.6,9930,88.6,83.1,38.5,28,65,14,3,80,60,3.19,6,0.32,61,33,59,32,28,13,15,17,997,37,226,517,266,14,11,27.3,45.5,438,2319,1085,18,22,1,17,23,560,24,53,27,0,60,100,14,14,50.0
William Saliba,FRA,Arsenal,DF,24-021,30,30,2634.0,2,0,2,1,2.2,0.9,16,128,6,0.07,0.00,0.07,0.03,N/a,N/a,N/a,N/a,40.0,0.07,0.40,4.5,2010,93.7,34672,95.3,95.7,79.9,7,158,6,0,128,25,0.85,1,0.03,53,31,24,6,21,12,9,19,2377,163,939,1324,128,17,18,66.7,27.8,1450,6392,3374,16,16,1,17,7,1762,6,26,16,1,3,135,56,32,63.6
